"filename","timestamp","value","label"
"0012","2016-08-12T15:32:30.000+09:00","72",""
"0012","2016-08-12T15:32:30.008+09:00","74",""
"0012","2016-08-12T15:32:30.016+09:00","66",""
"0012","2016-08-12T15:32:30.024+09:00","64",""
"0012","2016-08-12T15:32:30.032+09:00","66",""
"0012","2016-08-12T15:32:30.040+09:00","56",""
"0012","2016-08-12T15:32:30.048+09:00","52",""
"0012","2016-08-12T15:32:30.056+09:00","56",""
"0012","2016-08-12T15:32:30.064+09:00","42",""
"0012","2016-08-12T15:32:30.072+09:00","26",""
"0012","2016-08-12T15:32:30.080+09:00","28",""
"0012","2016-08-12T15:32:30.088+09:00","26",""
"0012","2016-08-12T15:32:30.096+09:00","24",""
"0012","2016-08-12T15:32:30.104+09:00","28",""
"0012","2016-08-12T15:32:30.112+09:00","30",""
"0012","2016-08-12T15:32:30.120+09:00","30",""
"0012","2016-08-12T15:32:30.128+09:00","26",""
"0012","2016-08-12T15:32:30.136+09:00","26",""
"0012","2016-08-12T15:32:30.144+09:00","34",""
"0012","2016-08-12T15:32:30.152+09:00","40",""
"0012","2016-08-12T15:32:30.160+09:00","38",""
"0012","2016-08-12T15:32:30.168+09:00","44",""
"0012","2016-08-12T15:32:30.176+09:00","48",""
"0012","2016-08-12T15:32:30.184+09:00","48",""
"0012","2016-08-12T15:32:30.192+09:00","46",""
"0012","2016-08-12T15:32:30.200+09:00","42",""
"0012","2016-08-12T15:32:30.208+09:00","38",""
"0012","2016-08-12T15:32:30.216+09:00","24",""
"0012","2016-08-12T15:32:30.224+09:00","24",""
"0012","2016-08-12T15:32:30.232+09:00","14",""
"0012","2016-08-12T15:32:30.240+09:00","10","label_1"
"0012","2016-08-12T15:32:30.248+09:00","8","label_1"
"0012","2016-08-12T15:32:30.256+09:00","6","label_1"
"0012","2016-08-12T15:32:30.264+09:00","8","label_1"
"0012","2016-08-12T15:32:30.272+09:00","8","label_1"
"0012","2016-08-12T15:32:30.280+09:00","6","label_1"
"0012","2016-08-12T15:32:30.288+09:00","2","label_1"
"0012","2016-08-12T15:32:30.296+09:00","0","label_1"
"0012","2016-08-12T15:32:30.304+09:00","6","label_1"
"0012","2016-08-12T15:32:30.312+09:00","-2","label_1"
"0012","2016-08-12T15:32:30.320+09:00","-14","label_1"
"0012","2016-08-12T15:32:30.328+09:00","60","label_1"
"0012","2016-08-12T15:32:30.336+09:00","206","label_1"
"0012","2016-08-12T15:32:30.344+09:00","368","label_1"
"0012","2016-08-12T15:32:30.352+09:00","284","label_1"
"0012","2016-08-12T15:32:30.360+09:00","56","label_1"
"0012","2016-08-12T15:32:30.368+09:00","-52","label_1"
"0012","2016-08-12T15:32:30.376+09:00","-64","label_1"
"0012","2016-08-12T15:32:30.384+09:00","-12","label_1"
"0012","2016-08-12T15:32:30.392+09:00","14","label_1"
"0012","2016-08-12T15:32:30.400+09:00","20","label_1"
"0012","2016-08-12T15:32:30.408+09:00","22","label_1"
"0012","2016-08-12T15:32:30.416+09:00","28","label_1"
"0012","2016-08-12T15:32:30.424+09:00","32","label_1"
"0012","2016-08-12T15:32:30.432+09:00","36","label_1"
"0012","2016-08-12T15:32:30.440+09:00","38","label_1"
"0012","2016-08-12T15:32:30.448+09:00","38","label_1"
"0012","2016-08-12T15:32:30.456+09:00","38","label_1"
"0012","2016-08-12T15:32:30.464+09:00","38","label_1"
"0012","2016-08-12T15:32:30.472+09:00","40","label_1"
"0012","2016-08-12T15:32:30.480+09:00","42","label_1"
"0012","2016-08-12T15:32:30.488+09:00","46","label_1"
"0012","2016-08-12T15:32:30.496+09:00","52","label_1"
"0012","2016-08-12T15:32:30.504+09:00","56","label_1"
"0012","2016-08-12T15:32:30.512+09:00","56","label_1"
"0012","2016-08-12T15:32:30.520+09:00","54","label_1"
"0012","2016-08-12T15:32:30.528+09:00","56","label_1"
"0012","2016-08-12T15:32:30.536+09:00","58","label_1"
"0012","2016-08-12T15:32:30.544+09:00","50","label_1"
"0012","2016-08-12T15:32:30.552+09:00","44","label_1"
"0012","2016-08-12T15:32:30.560+09:00","42","label_1"
"0012","2016-08-12T15:32:30.568+09:00","38","label_1"
"0012","2016-08-12T15:32:30.576+09:00","36","label_1"
"0012","2016-08-12T15:32:30.584+09:00","28","label_1"
"0012","2016-08-12T15:32:30.592+09:00","20",""
"0012","2016-08-12T15:32:30.600+09:00","16",""
"0012","2016-08-12T15:32:30.608+09:00","10",""
"0012","2016-08-12T15:32:30.616+09:00","6",""
"0012","2016-08-12T15:32:30.624+09:00","8",""
"0012","2016-08-12T15:32:30.632+09:00","10",""
"0012","2016-08-12T15:32:30.640+09:00","10",""
"0012","2016-08-12T15:32:30.648+09:00","10",""
"0012","2016-08-12T15:32:30.656+09:00","16",""
"0012","2016-08-12T15:32:30.664+09:00","28",""
"0012","2016-08-12T15:32:30.672+09:00","32",""
"0012","2016-08-12T15:32:30.680+09:00","34",""
"0012","2016-08-12T15:32:30.688+09:00","36",""
"0012","2016-08-12T15:32:30.696+09:00","36",""
